id,brewery_id,name,cat_id,style_id,style_id_II,abv,descript
4584,512,Saranac Adirondack Lager,8,95,American-Style Lager,5.5,"Our classic German lager has a perfect balance of caramel malt sweetness. Look for a rich, amber color and medium body."
4585,1099,Organic Ale,3,37,Golden or Blonde Ale,5,A delicately flavored golden ale in which subtle fruity esters from the Samuel Smith yeast strain interact with a background of maltiness and fresh hops.
4586,549,Founders Imperial Stout,3,43,American-Style Imperial Stout,10,"A fine companion to end a meal or relax in front of the hearth with, this robust ale will cellar well for years. Brewed with ten varieties of malted barley this stout is extremely smooth, complex and rich in body. We recommend serving at cellar temperature. Sit back and enjoy its richness and complexity, your about to drink the ultimate winter warmer."
4587,549,Founders Pale Ale,3,26,American-Style Pale Ale,5.199999809,"A testament to Cascade hops in a bottle. Our medium-bodied, Pale Ale has a distinctive floral hop aroma and refreshing citrus flavor. Founders Pale Ale has a slight malty sweetness with a balanced hop finish. A perfect beer to enjoy while mowing the lawn, boating, grilling with friends or just taking it easy."
4588,549,Founders Black Rye,11,119,American Rye Ale or Lager,6.400000095,"This beer will surprise you with a big hop flavor and a toasty sweet aroma. Pours black from the chocolate and de-bitterized black rye malts. This ale is medium bodied and is well flavored with hints of toffee, nutty undertones and a dry crisp finish."
4589,549,Founders Breakfast Stout,3,43,American-Style Imperial Stout,8.300000191,"You've got to love coffee to truly appreciate this phenomenal brew. Brewed with an abundance of flaked oats, bitter and sweetened imported chocolates, Sumatra and Kona coffee. Breakfast Stout has an intense fresh roasted coffee nose toped with a cinnamon colored frothy head that seems to never fade and makes you wish breakfast could last forever."
4590,549,Rubaeus,11,121,Fruit Beer,7,"As promised Founders Brewing Company has created something unlike the rest. Amongst this summers over croweded race to cloudy wheat beers, we have decided to embark down a path all our own. Using only fresh rasberries, rubaeus translates into intese flavors combined with a no hesitation malt bill. In fermentation we add fresh rasberries at five separate stages to achieve the ulttimate balance between tartness and sweetness."
4591,549,Curmudgeon,1,13,Old Ale,9.300000191,"This Old Ale conjures up thoughts of classic sea fairing ports, there local pubs and the weathered fisherman that frequent them. In traditional style Curmudgeon is brewed with an intense focus on the malt bill creating a very strong, rich, malty characteristic and a sweetness indicative of its cousin the barleywine. We are especially proud of the balance in this beer making it deceptively smooth and drinkable at 9.3% alcohol by volume."
4592,549,Founders Kentucky Breakfast,3,43,American-Style Imperial Stout,10,A bit of backwoods pleasure without the banjo. This stout is brewed with a hint of coffee and vanilla then aged in oak bourbon barrels. Our process ensures that strong bourbon undertones come through in the finish in every batch we brew. We recommend decanting at room temperature and best enjoyed in a brandy snifter.
4593,549,Founders Devil Dancer,3,32,Imperial or Double India Pale Ale,13,"Founders most complex, most innovative, most feared and yet most revered ale produced. Massive in complexity the huge malt character balances the insane amount of alpha's used to create this monster. More IBU's than any brewery has documented, more than you would believe and dry-hopped for twenty-six days straight with a combination of 10 hop varieties. Dangerously drinkable and deliciously evil. We dare you to dance with the Devil."
4594,549,Founders Red's Rye,11,119,American Rye Ale or Lager,6.400000095,Pours a spectacular crimson red with a creamy tan head. Brewed with four varieties of Belgian caramel malts imparting a sweet richness. Red's Rye is impressively balanced with its hop bitterness and huge citrus bouquet achieved from the immense amarillo dry hop. The generous amount of malted rye used accentuates a spicy crisp finish.
4595,512,Saranac Pale Ale,3,26,American-Style Pale Ale,5.5,"A beer that would make the English jealous! This true English Pale Ale is rich and fruity, yet finishes crisp. You'll love the copper amber color and medium body."
4596,512,Saranac Brown Ale,3,38,American-Style Brown Ale,6,"This Brown Ale is brewed with American malt and hops, and traditional ale yeast. Look for a sweet, chocolaty taste, with balanced bitterness resulting in a full flavored but smoothly drinkable beer."
4597,512,Saranac India Pale Ale,3,31,American-Style India Pale Ale,5.800000191,A hop lover's delight. In the India Pale Ale tradition this brew is very hoppy in both aroma and flavor from the generous amounts of cascade hops used in brewing. Look for a medium to full body and golden straw color.
4598,512,Saranac Black Forest,7,86,German-Style Schwarzbier,5.300000191,"A Bavarian black beer with distinctive carmel malt sweetness and rich creamy trademark head. Flavorful, yet smooth; it is very drinkable!"
4600,512,Saranac Lager,8,95,American-Style Lager,4.800000191,"A simple well-made Classic American Lager brewed with only choice ingredients. It is extremely mellow refreshingly smooth, glass after glass."
4601,512,Pomegranate Wheat,11,121,Fruit Beer,4.699999809,This wholesome combination of unfiltered wheat beer and real pomegranate juice makes a smooth refreshing beer with all the goodness of pomegranate. Look for a light body with a slight tart finish and golden straw color.
4603,512,Saranac Belgian White,5,67,Belgian-Style White,5.300000191,"Our Belgian Style White beer is smooth, tangy and very thirst quenching. Brewed with a delicate combination of oats, wheat and barley malt, we season it ever so lightly with hops. Then we add sprinklings of coriander and orange peel for a refreshing brew with a citrus aroma. Don't be fooled by the cloudy appearance, that's expected of a classic Belgian-style ""Whitbier"" or white beer."
4604,512,Saranac Summer Ale,11,116,Light American Wheat Ale or Lager,4.699999809,"ith more than 2,800 bodies of water in the Adirondacks, it's not too hard to find a sunny place to relax, rest your feet and look out over the water. To celebrate summer in the Adirondacks, we've brewed a beer with generous amounts of wheat malt for a light, refreshing taste. Look for subtle hints of lemon."
4605,512,Saranac Golden Pilsner,7,77,German-Style Pilsener,5.099999905,"Saranac Pilsener is a light bodied American Wheat Beer that is judiciously hopped with Cascade and Tettnang hops. ""Dry-Hopping"" imparts the distinctive hop aroma and finish. Look for a smooth, crisp taste and brilliant golden color. Enjoy!"
4606,512,Saranac Octoberfest,7,84,German-Style Oktoberfest,5.400000095,"Saranac Octoberfest is a med-bodied, copper colored lager. It's rich, malty taste is subtly balanced by Saaz and Tettnang hops. The beer is aged slowly in the tradition of the Octoberfest beers of Munich."
4607,512,Saranac Pumpkin Ale,11,123,Pumpkin Beer,5.400000095,"Saranac Pumpkin Ale is brewed with Pumpkin, Cinnamon, Allspice, Cloves, Ginger and Vanilla. Look for a full-body and amber color. We're sure you'll enjoy this special brew!"
4608,512,Saranac Season's Best,8,95,American-Style Lager,5.300000191,"Brewed with a special blend of domestic and Belgian malts for a delicate nut-like character, you'll love this Lager's rich taste and signature hop aroma. The exceptional full-bodied taste reflects our Brewery's extraordinary commitment to brewing beers of the highest standard of quality."
4609,512,Saranac Caramel Porter,2,25,Porter,5.400000095,"Saranac Caramel Porter is a Robust, flavorful porter Reminiscent of a by-gone era. True to brewing tradition, we've used dark caramel malt, as well as Fuggles and East Kent Goldings hops for smooth, yet slightly bitter, roasted flavor, look for hints of the real caramel used in brewing this delicious beer!"
4610,512,Saranac Black Diamond Bock,7,90,Traditional German-Style Bock,6,"Saranac Black Diamond Bock is a rich, malty brew, made with traditional German malts and hops and fermented with a lager yeast. Aged for months for a rich but smooth malty taste. A nice reward for enduring your winter months."
4611,512,Saranac Oatmeal Stout,1,21,Oatmeal Stout,4.300000191,"Saranac Oatmeal Stout is brewed with a delicate balance of the finest grown oats, selected hops, and our traditional ale yeast. Look for a sweet, dark chocolate and roasted taste."
4612,512,Roggen Bock,7,90,Traditional German-Style Bock,5.5,"Brewed in the tradition of great German Bock beers with only German malts and hops, using 20% rye, malt to give it a distinctive spicy, yet smooth character. You'll love the rich flavors and deep red color of this unique German Brew."
4614,512,Saranac Nut Brown Ale,3,38,American-Style Brown Ale,5.400000095,"Saranac Nut Brown Ale's soft mellow malt character is rich and smooth with a medium body. Look for hints of toasted malt flavor, slight hop bitterness and amber brown color."
4615,512,Saranac Mocha Stout,3,42,American-Style Stout,5,"Combines the rich roasted flavor of our traditional stout with a deep, robust mocha. Look for a full-bodied taste with a crescendo of complex flavor notes."
4616,512,Saranac Single Malt,1,15,Scotch Ale,5.5,We use 100% Scottish Maris Otter Malt. Traditionally used in the distilling industry. The combination of the Scottish Malt and slow aging process produces a unique brew as distinctive as single malt whiskey with a flavor than any other beer.
4617,512,Saranac Belgian Ale,5,72,Other Belgian-Style Ales,5.900000095,"Saranac Belgian Ale is Deliciously Fruity. It is brewed with a generous amount of Belgian Aromatic Malt, Hand selected hops, and a traditional Belgian ale yeast. Brewed in the ""Trappist Style""."
4618,512,Saranac Mountain Ale,11,121,Fruit Beer,5,"This Delicious Fruity ale is brewed with blackberries, raspberries and sweetened with a touch of blueberry honey. Light and refreshing.With a reddish-Amber color, be sure to look for the ale bitter and berry sweetness. Enjoy!"
4620,512,Saranac Bock,7,90,Traditional German-Style Bock,6,Bock is not from the bottom of the barrel! It is a rich malty beer brewed with traditional German ingredients and aged for months to give it a smooth malty character. Look for a rich full-bodied beer.
4622,512,Saranac Extra Special Bitter,1,5,Extra Special Bitter,5.5,"Bitters are popular pub beers in England and are closely related to the more well known pales ales. Saranac Extra Special Bitter has a rich, malty taste balanced by the pleasant bitterness of Williamette Hops. The finish is dry with a hint of the Foral English Fuggle and Spicy Saaz hop. Enjoy!"
4623,512,Saranac Imperial IPA,3,32,Imperial or Double India Pale Ale,8.5,"Saranac Imperial IPA is part our new High Peak Series, a line of beers that are bigger, more complex and flavorful; beers that are meant to be sipped and savored. Saranac Imperial IPA is brewed with 10 different malts and 10 different hops to make a delectably flavorful and complex Imperial IPA - at 85 IBU's and 8.5 % alc/vol."
4624,512,Saranac Imperial Stout,3,43,American-Style Imperial Stout,9,"Saranac Imperial Stout is part of our ""High Peaks Series,"" a line of beers that are bigger, more complex and flavorful; beers that are meant to be sipped and savored. Saranac Imperial Stout is brewed with 11 malts to balance a deliciouse chocolate and coffee roasted flavor with a spicy herbal character of the generous kettle and dry hops."
